index,file,func_name,func_doc
181,flask\flask\helpers.py,send_static_file,"Function used internally to send static files from the static
        folder to the browser.

        .. versionadded:: 0.5
        "
182,flask\flask\helpers.py,open_resource,"Opens a resource from the application's resource folder.  To see
        how this works, consider the following folder structure::

            /myapplication.py
            /schema.sql
            /static
                /style.css
            /templates
                /layout.html
                /index.html

        If you want to open the :file:`schema.sql` file you would do the
        following::

            with app.open_resource('schema.sql') as f:
                contents = f.read()
                do_something_with(contents)

        :param resource: the name of the resource.  To access resources within
                         subfolders use forward slashes as separator.
        :param mode: resource file opening mode, default is 'rb'.
        "
183,flask\flask\json\tag.py,__init__,Create a tagger for the given serializer.
184,flask\flask\json\tag.py,check,Check if the given value should be tagged by this tag.
185,flask\flask\json\tag.py,to_json,"Convert the Python object to an object that is a valid JSON type.
        The tag will be added later."
186,flask\flask\json\tag.py,to_python,"Convert the JSON representation back to the correct type. The tag
        will already be removed."
187,flask\flask\json\tag.py,tag,"Convert the value to a valid JSON type and add the tag structure
        around it."
188,flask\flask\json\tag.py,register,"Register a new tag with this serializer.

        :param tag_class: tag class to register. Will be instantiated with this
            serializer instance.
        :param force: overwrite an existing tag. If false (default), a
            :exc:`KeyError` is raised.
        :param index: index to insert the new tag in the tag order. Useful when
            the new tag is a special case of an existing tag. If ``None``
            (default), the tag is appended to the end of the order.

        :raise KeyError: if the tag key is already registered and ``force`` is
            not true.
        "
189,flask\flask\json\tag.py,tag,Convert a value to a tagged representation if necessary.
190,flask\flask\json\tag.py,untag,Convert a tagged representation back to the original type.
191,flask\flask\json\tag.py,dumps,Tag the value and dump it to a compact JSON string.
192,flask\flask\json\tag.py,loads,Load data from a JSON string and deserialized any tagged objects.
193,flask\flask\json\__init__.py,_dump_arg_defaults,Inject default arguments for dump functions.
194,flask\flask\json\__init__.py,_load_arg_defaults,Inject default arguments for load functions.
195,flask\flask\json\__init__.py,detect_encoding,"Detect which UTF codec was used to encode the given bytes.

    The latest JSON standard (:rfc:`8259`) suggests that only UTF-8 is
    accepted. Older documents allowed 8, 16, or 32. 16 and 32 can be big
    or little endian. Some editors or libraries may prepend a BOM.

    :param data: Bytes in unknown UTF encoding.
    :return: UTF encoding name
    "
196,flask\flask\json\__init__.py,dumps,"Serialize ``obj`` to a JSON formatted ``str`` by using the application's
    configured encoder (:attr:`~flask.Flask.json_encoder`) if there is an
    application on the stack.

    This function can return ``unicode`` strings or ascii-only bytestrings by
    default which coerce into unicode strings automatically.  That behavior by
    default is controlled by the ``JSON_AS_ASCII`` configuration variable
    and can be overridden by the simplejson ``ensure_ascii`` parameter.
    "
197,flask\flask\json\__init__.py,dump,Like :func:`dumps` but writes into a file object.
198,flask\flask\json\__init__.py,loads,"Unserialize a JSON object from a string ``s`` by using the application's
    configured decoder (:attr:`~flask.Flask.json_decoder`) if there is an
    application on the stack.
    "
199,flask\flask\json\__init__.py,load,"Like :func:`loads` but reads from a file object.
    "
200,flask\flask\json\__init__.py,htmlsafe_dumps,"Works exactly like :func:`dumps` but is safe for use in ``<script>``
    tags.  It accepts the same arguments and returns a JSON string.  Note that
    this is available in templates through the ``|tojson`` filter which will
    also mark the result as safe.  Due to how this function escapes certain
    characters this is safe even if used outside of ``<script>`` tags.

    The following characters are escaped in strings:

    -   ``<``
    -   ``>``
    -   ``&``
    -   ``'``

    This makes it safe to embed such strings in any place in HTML with the
    notable exception of double quoted attributes.  In that case single
    quote your attributes or HTML escape it in addition.

    .. versionchanged:: 0.10
       This function's return value is now always safe for HTML usage, even
       if outside of script tags or if used in XHTML.  This rule does not
       hold true when using this function in HTML attributes that are double
       quoted.  Always single quote attributes if you use the ``|tojson``
       filter.  Alternatively use ``|tojson|forceescape``.
    "
201,flask\flask\json\__init__.py,htmlsafe_dump,Like :func:`htmlsafe_dumps` but writes into a file object.
202,flask\flask\json\__init__.py,jsonify,"This function wraps :func:`dumps` to add a few enhancements that make
    life easier.  It turns the JSON output into a :class:`~flask.Response`
    object with the :mimetype:`application/json` mimetype.  For convenience, it
    also converts multiple arguments into an array or multiple keyword arguments
    into a dict.  This means that both ``jsonify(1,2,3)`` and
    ``jsonify([1,2,3])`` serialize to ``[1,2,3]``.

    For clarity, the JSON serialization behavior has the following differences
    from :func:`dumps`:

    1. Single argument: Passed straight through to :func:`dumps`.
    2. Multiple arguments: Converted to an array before being passed to
       :func:`dumps`.
    3. Multiple keyword arguments: Converted to a dict before being passed to
       :func:`dumps`.
    4. Both args and kwargs: Behavior undefined and will throw an exception.

    Example usage::

        from flask import jsonify

        @app.route('/_get_current_user')
        def get_current_user():
            return jsonify(username=g.user.username,
                           email=g.user.email,
                           id=g.user.id)

    This will send a JSON response like this to the browser::

        {
            ""username"": ""admin"",
            ""email"": ""admin@localhost"",
            ""id"": 42
        }


    .. versionchanged:: 0.11
       Added support for serializing top-level arrays. This introduces a
       security risk in ancient browsers. See :ref:`json-security` for details.

    This function's response will be pretty printed if the
    ``JSONIFY_PRETTYPRINT_REGULAR`` config parameter is set to True or the
    Flask app is running in debug mode. Compressed (not pretty) formatting
    currently means no indents and no spaces after separators.

    .. versionadded:: 0.2
    "
203,flask\flask\json\__init__.py,default,"Implement this method in a subclass such that it returns a
        serializable object for ``o``, or calls the base implementation (to
        raise a :exc:`TypeError`).

        For example, to support arbitrary iterators, you could implement
        default like this::

            def default(self, o):
                try:
                    iterable = iter(o)
                except TypeError:
                    pass
                else:
                    return list(iterable)
                return JSONEncoder.default(self, o)
        "
204,flask\flask\logging.py,wsgi_errors_stream,"Find the most appropriate error stream for the application. If a request
    is active, log to ``wsgi.errors``, otherwise use ``sys.stderr``.

    If you configure your own :class:`logging.StreamHandler`, you may want to
    use this for the stream. If you are using file or dict configuration and
    can't import this directly, you can refer to it as
    ``ext://flask.logging.wsgi_errors_stream``.
    "
205,flask\flask\logging.py,has_level_handler,"Check if there is a handler in the logging chain that will handle the
    given logger's :meth:`effective level <~logging.Logger.getEffectiveLevel>`.
    "
206,flask\flask\logging.py,create_logger,"Get the ``'flask.app'`` logger and configure it if needed.

    When :attr:`~flask.Flask.debug` is enabled, set the logger level to
    :data:`logging.DEBUG` if it is not set.

    If there is no handler for the logger's effective level, add a
    :class:`~logging.StreamHandler` for
    :func:`~flask.logging.wsgi_errors_stream` with a basic format.
    "
207,flask\flask\sessions.py,permanent,This reflects the ``'_permanent'`` key in the dict.
208,flask\flask\sessions.py,make_null_session,"Creates a null session which acts as a replacement object if the
        real session support could not be loaded due to a configuration
        error.  This mainly aids the user experience because the job of the
        null session is to still support lookup without complaining but
        modifications are answered with a helpful error message of what
        failed.

        This creates an instance of :attr:`null_session_class` by default.
        "
209,flask\flask\sessions.py,is_null_session,"Checks if a given object is a null session.  Null sessions are
        not asked to be saved.

        This checks if the object is an instance of :attr:`null_session_class`
        by default.
        "
210,flask\flask\sessions.py,get_cookie_domain,"Returns the domain that should be set for the session cookie.

        Uses ``SESSION_COOKIE_DOMAIN`` if it is configured, otherwise
        falls back to detecting the domain based on ``SERVER_NAME``.

        Once detected (or if not set at all), ``SESSION_COOKIE_DOMAIN`` is
        updated to avoid re-running the logic.
        "
211,flask\flask\sessions.py,get_cookie_path,"Returns the path for which the cookie should be valid.  The
        default implementation uses the value from the ``SESSION_COOKIE_PATH``
        config var if it's set, and falls back to ``APPLICATION_ROOT`` or
        uses ``/`` if it's ``None``.
        "
212,flask\flask\sessions.py,get_cookie_httponly,"Returns True if the session cookie should be httponly.  This
        currently just returns the value of the ``SESSION_COOKIE_HTTPONLY``
        config var.
        "
213,flask\flask\sessions.py,get_cookie_secure,"Returns True if the cookie should be secure.  This currently
        just returns the value of the ``SESSION_COOKIE_SECURE`` setting.
        "
214,flask\flask\sessions.py,get_cookie_samesite,"Return ``'Strict'`` or ``'Lax'`` if the cookie should use the
        ``SameSite`` attribute. This currently just returns the value of
        the :data:`SESSION_COOKIE_SAMESITE` setting.
        "
215,flask\flask\sessions.py,get_expiration_time,"A helper method that returns an expiration date for the session
        or ``None`` if the session is linked to the browser session.  The
        default implementation returns now + the permanent session
        lifetime configured on the application.
        "
216,flask\flask\sessions.py,should_set_cookie,"Used by session backends to determine if a ``Set-Cookie`` header
        should be set for this session cookie for this response. If the session
        has been modified, the cookie is set. If the session is permanent and
        the ``SESSION_REFRESH_EACH_REQUEST`` config is true, the cookie is
        always set.

        This check is usually skipped if the session was deleted.

        .. versionadded:: 0.11
        "
217,flask\flask\sessions.py,open_session,"This method has to be implemented and must either return ``None``
        in case the loading failed because of a configuration error or an
        instance of a session object which implements a dictionary like
        interface + the methods and attributes on :class:`SessionMixin`.
        "
218,flask\flask\sessions.py,save_session,"This is called for actual sessions returned by :meth:`open_session`
        at the end of the request.  This is still called during a request
        context so if you absolutely need access to the request you can do
        that.
        "
219,flask\flask\templating.py,_default_template_ctx_processor,"Default template context processor.  Injects `request`,
    `session` and `g`.
    "
220,flask\flask\templating.py,_render,Renders the template and fires the signal
221,flask\flask\templating.py,render_template,"Renders a template from the template folder with the given
    context.

    :param template_name_or_list: the name of the template to be
                                  rendered, or an iterable with template names
                                  the first one existing will be rendered
    :param context: the variables that should be available in the
                    context of the template.
    "
222,flask\flask\templating.py,render_template_string,"Renders a template from the given template source string
    with the given context. Template variables will be autoescaped.

    :param source: the source code of the template to be
                   rendered
    :param context: the variables that should be available in the
                    context of the template.
    "
223,flask\flask\testing.py,make_test_environ_builder,"Create a :class:`~werkzeug.test.EnvironBuilder`, taking some
    defaults from the application.

    :param app: The Flask application to configure the environment from.
    :param path: URL path being requested.
    :param base_url: Base URL where the app is being served, which
        ``path`` is relative to. If not given, built from
        :data:`PREFERRED_URL_SCHEME`, ``subdomain``,
        :data:`SERVER_NAME`, and :data:`APPLICATION_ROOT`.
    :param subdomain: Subdomain name to append to :data:`SERVER_NAME`.
    :param url_scheme: Scheme to use instead of
        :data:`PREFERRED_URL_SCHEME`.
    :param json: If given, this is serialized as JSON and passed as
        ``data``. Also defaults ``content_type`` to
        ``application/json``.
    :param args: other positional arguments passed to
        :class:`~werkzeug.test.EnvironBuilder`.
    :param kwargs: other keyword arguments passed to
        :class:`~werkzeug.test.EnvironBuilder`.
    "
224,flask\flask\testing.py,session_transaction,"When used in combination with a ``with`` statement this opens a
        session transaction.  This can be used to modify the session that
        the test client uses.  Once the ``with`` block is left the session is
        stored back.

        ::

            with client.session_transaction() as session:
                session['value'] = 42

        Internally this is implemented by going through a temporary test
        request context and since session handling could depend on
        request variables this function accepts the same arguments as
        :meth:`~flask.Flask.test_request_context` which are directly
        passed through.
        "
225,flask\flask\testing.py,invoke,"Invokes a CLI command in an isolated environment. See
        :meth:`CliRunner.invoke <click.testing.CliRunner.invoke>` for
        full method documentation. See :ref:`testing-cli` for examples.

        If the ``obj`` argument is not given, passes an instance of
        :class:`~flask.cli.ScriptInfo` that knows how to load the Flask
        app being tested.

        :param cli: Command object to invoke. Default is the app's
            :attr:`~flask.app.Flask.cli` group.
        :param args: List of strings to invoke the command with.

        :return: a :class:`~click.testing.Result` object.
        "
226,flask\flask\views.py,dispatch_request,"Subclasses have to override this method to implement the
        actual view function code.  This method is called with all
        the arguments from the URL rule.
        "
227,flask\flask\views.py,as_view,"Converts the class into an actual view function that can be used
        with the routing system.  Internally this generates a function on the
        fly which will instantiate the :class:`View` on each request and call
        the :meth:`dispatch_request` method on it.

        The arguments passed to :meth:`as_view` are forwarded to the
        constructor of the class.
        "
228,flask\flask\wrappers.py,is_json,"Check if the mimetype indicates JSON data, either
        :mimetype:`application/json` or :mimetype:`application/*+json`.

        .. versionadded:: 0.11
        "
229,flask\flask\wrappers.py,json,"This will contain the parsed JSON data if the mimetype indicates
        JSON (:mimetype:`application/json`, see :meth:`is_json`), otherwise it
        will be ``None``.
        "
230,flask\flask\wrappers.py,get_json,"Parse and return the data as JSON. If the mimetype does not
        indicate JSON (:mimetype:`application/json`, see
        :meth:`is_json`), this returns ``None`` unless ``force`` is
        true. If parsing fails, :meth:`on_json_loading_failed` is called
        and its return value is used as the return value.

        :param force: Ignore the mimetype and always try to parse JSON.
        :param silent: Silence parsing errors and return ``None``
            instead.
        :param cache: Store the parsed JSON to return for subsequent
            calls.
        "
231,flask\flask\wrappers.py,on_json_loading_failed,"Called if :meth:`get_json` parsing fails and isn't silenced. If
        this method returns a value, it is used as the return value for
        :meth:`get_json`. The default implementation raises a
        :class:`BadRequest` exception.

        .. versionchanged:: 0.10
           Raise a :exc:`BadRequest` error instead of returning an error
           message as JSON. If you want that behavior you can add it by
           subclassing.

        .. versionadded:: 0.8
        "
232,flask\flask\wrappers.py,max_content_length,Read-only view of the ``MAX_CONTENT_LENGTH`` config key.
233,flask\flask\wrappers.py,endpoint,"The endpoint that matched the request.  This in combination with
        :attr:`view_args` can be used to reconstruct the same or a
        modified URL.  If an exception happened when matching, this will
        be ``None``.
        "
234,flask\flask\wrappers.py,blueprint,The name of the current blueprint
235,flask\flask\wrappers.py,max_cookie_size,"Read-only view of the :data:`MAX_COOKIE_SIZE` config key.

        See :attr:`~werkzeug.wrappers.BaseResponse.max_cookie_size` in
        Werkzeug's docs.
        "
236,flask\flask\_compat.py,with_metaclass,Create a base class with a metaclass.
237,flask\tests\conftest.py,_standard_os_environ,"Set up ``os.environ`` at the start of the test session to have
    standard values. Returns a list of operations that is used by
    :func:`._reset_os_environ` after each test.
    "
238,flask\tests\conftest.py,_reset_os_environ,"Reset ``os.environ`` to the standard environ after each test,
    in case a test changed something without cleaning up.
    "
239,flask\tests\conftest.py,limit_loader,"Patch pkgutil.get_loader to give loader without get_filename or archive.

    This provides for tests where a system has custom loaders, e.g. Google App
    Engine's HardenedModulesHook, which have neither the `get_filename` method
    nor the `archive` attribute.

    This fixture will run the testcase twice, once with and once without the
    limitation/mock.
    "
240,flask\tests\conftest.py,modules_tmpdir,A tmpdir added to sys.path.
241,flask\tests\conftest.py,site_packages,Create a fake site-packages.
242,flask\tests\conftest.py,install_egg,"Generate egg from package name inside base and put the egg into
    sys.path."
243,flask\tests\test_cli.py,test_cli_name,Make sure the CLI object's name is the app's name and not the app itself
244,flask\tests\test_cli.py,test_find_best_app,Test if `find_best_app` behaves as expected with different combinations of input.
245,flask\tests\test_cli.py,test_prepare_import,"Expect the correct path to be set and the correct import and app names
    to be returned.

    :func:`prepare_exec_for_file` has a side effect where the parent directory
    of the given import is added to :data:`sys.path`. This is reset after the
    test runs.
    "
246,flask\tests\test_cli.py,test_get_version,Test of get_version.
247,flask\tests\test_cli.py,test_scriptinfo,Test of ScriptInfo.
248,flask\tests\test_cli.py,test_with_appcontext,Test of with_appcontext.
249,flask\tests\test_cli.py,test_appgroup,Test of with_appcontext.
250,flask\tests\test_cli.py,test_flaskgroup,Test FlaskGroup.
251,flask\tests\test_cli.py,test_flaskgroup_debug,Test FlaskGroup debug flag behavior.
252,flask\tests\test_cli.py,test_print_exceptions,Print the stacktrace if the CLI.
253,flask\tests\test_helpers.py,test_jsonify_basic_types,Test jsonify with basic types.
254,flask\tests\test_helpers.py,test_jsonify_dicts,Test jsonify with dicts and kwargs unpacking.
255,flask\tests\test_helpers.py,test_jsonify_arrays,Test jsonify of lists and args unpacking.
256,flask\tests\test_helpers.py,test_jsonify_date_types,Test jsonify with datetime.date and datetime.datetime types.
257,flask\tests\test_helpers.py,test_jsonify_aware_datetimes,Test if aware datetime.datetime objects are converted into GMT.
258,flask\tests\test_helpers.py,test_jsonify_uuid_types,Test jsonify with uuid.UUID types
